file_path,width,height,red_ratio,red_moment_1,red_moment_2,green_ratio,green_moment_1,green_moment_2,blue_ratio,blue_moment_1,blue_moment_2,focus,luminance,luminance_std,all_edges,v_edges,h_edges,d_edges,orientation,aesthetics,dif_hues,faces,faces_area,smiles,rule_of_thirds,static_saliency,rank_sum,fps,size,shackiness,motion_mag,fg_area,shadow_area,bg_area,camera_move,focus_diff
bin/data/videos_100/6_0(sunset)_(1).mp4,640,480,0.347771,73.1605,21.2727,0.317281,66.7462,19.5453,0.334948,70.4628,19.9326,0.030229,0.270886,0.0786896,0.22656,0.146617,0.306504,0.57358,0,0.148359,0.157836,0,0,0,0,0.0799915,0.0749251,0.499501,0.128,0,0.043816,0.176491,0.231031,0.577772,0.0735294,0.152753
bin/data/videos_100/6_0(sunset)_(10).mp4,640,480,0.355188,93.8296,18.0071,0.350331,92.5465,22.833,0.294481,77.7926,20.9249,0.83018,0.357765,0.0783944,0.551742,0.604515,0.498969,2.8094,0,0.294342,0.323632,0.0244336,0.000574334,0,0.00683269,0.135573,0.0625,0.416667,0.128,0.00133274,0.00502494,0.566718,0.0872011,0.345636,0.123501,0.0411108
bin/data/videos_100/6_0(sunset)_(11).mp4,640,360,0.353427,88.9721,14.0034,0.325896,82.0412,27.645,0.320677,80.7274,32.2808,1,0.329118,0.0909505,0.566726,0.648214,0.485239,2.54631,0,0.08047,0.0825023,0.0198939,0.000832176,0,0.00600198,0.103021,0.0749251,0.499501,0.096,0,0.00474318,0.352004,0.0140395,0.632629,0,0.0447813
bin/data/videos_100/6_0(sunset)_(12).mp4,640,512,0.361563,47.0642,13.1639,0.34319,44.6726,10.5618,0.295247,38.4319,8.7409,0.048433,0.175117,0.043328,0.525996,0.591385,0.460607,2.61474,0,0.157959,0.166168,0,0,0,0,0.0929988,0.0625,0.416667,0.136533,0,0.00573528,0.0437493,0.0218733,0.931607,0,0.0486379
bin/data/videos_100/6_0(sunset)_(13).mp4,640,480,0.318132,71.379,16.8749,0.333271,74.7756,14.1608,0.348597,78.2142,13.7089,0.612142,0.290645,0.0583188,0.527968,0.596573,0.459363,2.4945,0,0.0893064,0.0918708,0,0,0,0,0.166294,0.0749251,0.499501,0.128,0,0.00256576,0.163888,0.0495789,0.785416,0,0.0458918
bin/data/videos_100/6_0(sunset)_(14).mp4,640,360,0.329749,114.155,6.33042,0.331678,114.823,8.2624,0.338573,117.21,11.0048,0.0823267,0.450432,0.0312278,0.479874,0.504051,0.455697,1.94528,0,0.0768486,0.0787865,0,0,0,0,0.118359,0.0749251,0.499501,0.096,0.0725552,0.012422,0.314614,0.109064,0.575533,0.00236593,0.17579
bin/data/videos_100/6_0(sunset)_(15).mp4,640,360,0.251549,59.5214,37.2113,0.337664,79.898,47.1035,0.410787,97.2005,55.9725,0.497779,0.297044,0.176836,0.457151,0.487104,0.427198,2.03134,0,0.0245777,0.0247759,0,0,0,0,0.0778638,0.06,0.4,0.096,0,0.0101084,0.225678,0.202007,0.570987,0.00531209,0.03883
bin/data/videos_100/6_0(sunset)_(16).mp4,640,360,0.360375,65.0058,43.6212,0.313063,56.4715,36.5758,0.326562,58.9065,37.8539,0.02242,0.232477,0.152075,0.445086,0.473715,0.416458,1.96149,0,0.21164,0.227446,0,0,0.00395257,0,0.0765097,0.0625,0.416667,0.096,0,0.0108499,0.341878,0.180791,0.473378,0.0158103,0.207834
bin/data/videos_100/6_0(sunset)_(17).mp4,640,480,0.355525,53.9851,14.8465,0.332782,50.5317,15.0646,0.311693,47.3295,15.9316,0.0830692,0.200731,0.0590993,0.419983,0.440305,0.399661,1.93059,0,0.0774667,0.0795261,0,0,0,0,0.0671452,0.0749251,0.499501,0.128,0,0.00704117,0.170183,0.0167834,0.811729,0,0.103603
bin/data/videos_100/6_0(sunset)_(18).mp4,640,360,0.435128,161.377,3.07161,0.305547,113.319,2.5618,0.259325,96.1766,2.43953,0.0450567,0.492856,0.0105664,0.392761,0.406481,0.379041,1.93742,0,0.204548,0.219912,0,0,0,0,0.0375148,0.0749251,0.499501,0.096,0,0.00351232,0.0163351,0.00664045,0.975649,0.0110041,0.0849184
bin/data/videos_100/6_0(sunset)_(19).mp4,640,480,0.275041,106.72,14.3374,0.350553,136.02,11.1147,0.374406,145.276,13.9437,0.0536582,0.503022,0.0400241,0.357078,0.369169,0.344988,1.51136,0,0.165941,0.176266,0,0,0,0,0.0954313,0.0749251,0.499501,0.128,0.244444,0.0945678,0.420723,0.176582,0.402259,0.00261438,0.217769
bin/data/videos_100/6_0(sunset)_(2).mp4,640,360,0.275651,130.574,21.6366,0.322747,152.883,20.8883,0.401602,190.236,22.9088,0.0671226,0.589951,0.0819403,0.350262,0.357957,0.342568,1.41703,0,0.0469363,0.0477317,0.0329041,0.000948919,0,0,0.104873,0.06,0.4,0.096,0,0.00986982,0.173062,0.199979,0.625528,0.00715308,0.353972
bin/data/videos_100/6_0(sunset)_(20).mp4,320,240,0.232372,92.9005,15.1563,0.358408,143.288,12.4712,0.40922,163.603,15.2062,0.0828047,0.511702,0.0477702,0.333735,0.335234,0.332237,1.21526,0,0.0208786,0.0210371,0,0,0,0,0.0930883,0.0749251,0.499501,0.032,0.231857,0.0929337,0.354107,0.143834,0.501589,0.00282752,0.20041
bin/data/videos_100/6_0(sunset)_(21).mp4,640,360,0.369948,129.761,5.3254,0.332793,116.728,5.7006,0.297259,104.265,5.71504,0.0070025,0.467361,0.0218963,0.284817,0.289903,0.279731,1.28173,0,0.206342,0.22405,0.0107487,0.000323764,0,0.00263376,0.0586232,0.0749251,0.499501,0.096,0,0.00025501,0.00190188,0.00212962,0.995599,0.00148258,0.11205
bin/data/videos_100/6_0(sunset)_(22).mp4,640,360,0.345994,75.5217,54.9403,0.338088,73.7958,56.6432,0.315918,68.9568,51.9962,0.0546795,0.289149,0.217757,0.276283,0.284708,0.267858,1.24069,0,0.0663516,0.068105,0,0,0,0,0.0482515,0.06,0.4,0.096,0.000862069,0.00978965,0.289125,0.108965,0.601048,0.00344828,0.0991049
bin/data/videos_100/6_0(sunset)_(23).mp4,640,360,0.341749,56.8561,28.8264,0.334102,55.5839,28.1196,0.324148,53.9279,27.0915,0.0183879,0.218632,0.110329,0.268501,0.276062,0.260941,1.25018,0,0.0980715,0.101995,0,0,0,0,0.0592786,0.0625,0.416667,0.096,0.0382353,0.0100217,0.235142,0.0786307,0.685247,0,0.254162
bin/data/videos_100/6_0(sunset)_(24).mp4,640,360,0.410843,108.335,22.8947,0.326476,86.0883,23.4658,0.262682,69.2664,28.3627,0.166213,0.356034,0.0897377,0.263481,0.277708,0.249253,1.17266,0,0.121357,0.127487,0,0,0,0,0.077213,0.0749251,0.499501,0.096,0.0339056,0.0274846,0.183128,0.0284522,0.78799,0.0120172,0.0483741
bin/data/videos_100/6_0(sunset)_(25).mp4,640,480,0.302511,92.6025,28.9353,0.338823,103.718,26.834,0.358666,109.792,29.2905,0.228475,0.396278,0.103313,0.270736,0.284444,0.257027,1.08305,0,0.11197,0.117108,0,0,0,0,0.0959758,0.0749251,0.499501,0.128,0.0426716,0.00537946,0.324533,0.106182,0.568914,0.0808905,0.0692386
bin/data/videos_100/6_0(sunset)_(26).mp4,320,240,0.349574,140.19,15.5102,0.327764,131.444,14.3008,0.322663,129.398,16.4592,0.0944514,0.524829,0.056028,0.270087,0.286634,0.253539,1.06424,0,0.220033,0.240841,0.0110345,0.00082385,0,0.000384043,0.069258,0.0749251,0.499501,0.032,0.182069,0.0304203,0.437886,0.152305,0.40843,0.0565517,0.103987
bin/data/videos_100/6_0(sunset)_(27).mp4,320,240,0.340538,103.186,12.8632,0.360554,109.251,13.837,0.298908,90.5715,16.9615,0.19283,0.412829,0.0482225,0.294848,0.315714,0.273982,0.9974,0,0.0977476,0.101518,0.0213431,0.00123677,0.000520562,0.00408284,0.133048,0.0749251,0.499501,0.032,0.295679,0.146144,0.690455,0.119361,0.189663,0.172306,0.053439
bin/data/videos_100/6_0(sunset)_(28).mp4,640,360,0.316216,79.0638,43.1623,0.307986,77.0059,42.9424,0.375798,93.9611,49.5265,0.370433,0.31184,0.171032,0.308961,0.342627,0.275294,0.996348,0,0.0376928,0.0382328,0.0305414,0.00125355,0,0.00260682,0.0929352,0.06,0.4,0.096,0.243406,0.110431,0.573594,0.0755121,0.350431,0.293383,0.087954
bin/data/videos_100/6_0(sunset)_(29).mp4,640,358,0.329933,104.379,30.2248,0.331994,105.031,28.5547,0.338073,106.954,35.2805,0.205791,0.411903,0.109288,0.32133,0.35711,0.285549,0.965043,0,0.195939,0.211224,0.0124389,0.000472973,0,0.000118466,0.104068,0.0625,0.416667,0.0954667,0.20924,0.0130219,0.304054,0.0994068,0.596095,0.0892936,0.078802
bin/data/videos_100/6_0(sunset)_(3).mp4,640,360,0.193573,50.7263,25.6953,0.340867,89.3252,13.1657,0.46556,122.002,8.49437,1,0.319495,0.0604115,0.342821,0.387752,0.297891,1.16225,0,0.0773206,0.0795431,0,0,0,0,0.127161,0.0749251,0.499501,0.096,0.0796887,0.00751513,0.297956,0.0639187,0.637754,0,0.0415952
bin/data/videos_100/6_0(sunset)_(30).mp4,640,360,0.342194,99.5906,29.8787,0.331549,96.4923,35.9618,0.326257,94.9522,45.7767,0.192359,0.381207,0.136016,0.338324,0.384403,0.292245,1.09764,0,0.196066,0.211101,0,0,0.000390778,0,0.0689289,0.0749251,0.499501,0.096,0,0.00260862,0.135906,0.0767,0.787003,0.0285268,0.224403
bin/data/videos_100/6_0(sunset)_(31).mp4,640,360,0.299754,32.4875,10.0029,0.330116,35.7782,8.04471,0.37013,40.1149,7.04096,0.178889,0.138312,0.0329707,0.337363,0.38625,0.288476,1.1353,0,0.124049,0.129914,0.0390937,0.0021626,0,0.00419683,0.0874626,0.0625,0.416667,0.096,0.0573079,0.0154532,0.117963,0.0228287,0.858763,0,0.0486822
bin/data/videos_100/6_0(sunset)_(32).mp4,640,360,0.286483,82.3333,49.1947,0.308314,88.6073,41.9971,0.405203,116.453,41.4116,0.0469092,0.352363,0.172709,0.336113,0.384434,0.287792,1.13215,0,0.0751329,0.0772478,0,0,0,0,0.0607849,0.0749251,0.499501,0.096,0,0.00665438,0.475021,0.165462,0.355757,0.131579,0.1163
