file_path,width,height,red_ratio,red_moment_1,red_moment_2,green_ratio,green_moment_1,green_moment_2,blue_ratio,blue_moment_1,blue_moment_2,focus,luminance,luminance_std,all_edges,v_edges,h_edges,d_edges,orientation,aesthetics,dif_hues,faces,faces_area,smiles,rule_of_thirds,static_saliency,rank_sum,fps,size,shackiness,motion_mag,fg_area,shadow_area,bg_area,camera_move,focus_diff
bin/data/videos_100/5_1(beach)_(1).mp4,640,480,0.339054,135.449,64.1249,0.332213,132.716,62.993,0.328733,131.326,62.4067,0.247606,0.523073,0.248057,0.332182,0.313613,0.350751,2.93751,0,0.031364,0.0317215,0.132222,0.00395289,0,0.00518301,0.0999795,0.0625,0.416667,0.128,0.0244444,0.0206051,0.266855,0.0625387,0.670052,0.07,0.103663
bin/data/videos_100/5_1(beach)_(10).mp4,640,360,0.399805,98.6582,29.4087,0.346313,85.4581,16.5676,0.253882,62.6493,21.6763,0.181443,0.340291,0.0707839,0.266054,0.287295,0.244812,1.58747,0,0.0728158,0.0749762,0,0,0,0,0.074839,0.0749251,0.499501,0.096,0,0.00081488,0.14422,0.0212135,0.834197,0.00074129,0.0410931
bin/data/videos_100/5_1(beach)_(11).mp4,640,360,0.329278,131.81,3.94629,0.333019,133.307,3.4514,0.337702,135.182,4.36512,0.16657,0.521665,0.013705,0.264351,0.293561,0.23514,1.33257,0,0.40197,0.478521,0.0528053,0.00134319,0,0.00150564,0.0789682,0.0749251,0.499501,0.096,0.209021,0.0215192,0.0889901,0.0543039,0.855606,0.00440044,0.125826
bin/data/videos_100/5_1(beach)_(12).mp4,640,360,0.324631,41.2959,12.3683,0.335394,42.665,11.729,0.339975,43.2477,12.1819,0.0283128,0.165971,0.0467554,0.237536,0.262549,0.212522,1.11433,0,0.257661,0.288547,0,0,0,0,0.0616886,0.0625,0.416667,0.096,0,0.00537844,0.117585,0.0398257,0.841725,0.00345423,0.0877411
bin/data/videos_100/5_1(beach)_(13).mp4,640,480,0.352042,114.568,25.397,0.331716,107.953,23.2953,0.316242,102.917,24.166,0.116474,0.428791,0.0932008,0.267458,0.292736,0.242179,2.04877,0,0.0836926,0.0865577,0.285889,0.0157862,0.00774878,0.0642735,0.115269,0.0749251,0.499501,0.128,0.00652529,0.026374,0.246751,0.188728,0.564114,0.00163132,0.123892
bin/data/videos_100/5_1(beach)_(14).mp4,640,360,0.371854,107.376,21.7353,0.327192,94.4792,23.1554,0.300953,86.9025,21.3655,0.103826,0.382136,0.0874004,0.289502,0.329101,0.249902,1.5815,0,0.312653,0.355448,0.24166,0.0289916,0.0322461,0.0236636,0.100786,0.0749251,0.499501,0.096,0.261305,0.0788545,0.476501,0.111836,0.411292,0.0285397,0.11922
bin/data/videos_100/5_1(beach)_(15).mp4,640,360,0.418143,104.623,16.1701,0.321837,80.5267,14.3833,0.260019,65.0592,14.9942,0.266982,0.336982,0.0584172,0.321912,0.378152,0.265672,1.41533,0,0.0589492,0.0602684,0.65198,0.0839509,0.203704,0.0856272,0.0965825,0.0749251,0.499501,0.096,0.261175,0.0455441,0.497983,0.0907039,0.410675,0.0102171,0.0489529
bin/data/videos_100/5_1(beach)_(16).mp4,640,360,0.334173,101.686,16.3723,0.344779,104.914,16.5802,0.321047,97.6924,19.8164,0.195383,0.404329,0.0653982,0.333777,0.396401,0.271152,1.49643,0,0.137959,0.145314,0.0706253,0.0031051,0.000449843,0.0275021,0.11264,0.0749251,0.499501,0.096,0.102564,0.0312288,0.325295,0.0772079,0.597048,0.00179937,0.0769605
bin/data/videos_100/5_1(beach)_(17).mp4,640,360,0.329503,95.0177,49.2821,0.318286,91.7831,53.0058,0.352211,101.566,59.5057,0.0280602,0.367964,0.20463,0.313516,0.372555,0.254477,1.28381,0,0.243604,0.268131,0.0329874,0.00211854,0.00074129,0.00294045,0.105035,0.0749251,0.499501,0.096,0.176798,0.0440462,0.474976,0.113417,0.411236,0.150111,0.228035
bin/data/videos_100/5_1(beach)_(18).mp4,640,360,0.330144,156.414,2.80208,0.3338,158.146,3.43497,0.336056,159.215,3.57331,0.0594154,0.618504,0.0126411,0.299125,0.351878,0.246373,1.14766,0,0.223105,0.243878,0.0407219,0.00223675,0.00323924,0.0102131,0.0763621,0.06,0.4,0.096,0.13466,0.0275608,0.056859,0.0342287,0.90845,0.00185099,0.365585
bin/data/videos_100/5_1(beach)_(19).mp4,640,480,0.333348,104.372,34.4857,0.333387,104.384,34.4889,0.333265,104.346,34.4889,0.193918,0.409318,0.135241,0.314886,0.369461,0.260312,1.09389,0,0.168523,0,0.098888,0.00772536,0.0103257,0.00882587,0.122138,0.0749251,0.499501,0.128,0.0142971,0.0122982,0.308956,0.221076,0.469571,0.0166799,0.0870399
bin/data/videos_100/5_1(beach)_(2).mp4,640,360,0.432423,69.7882,9.94987,0.336727,54.3439,11.0983,0.23085,37.2566,6.30291,0.0697175,0.223469,0.0396471,0.312366,0.366265,0.258467,1.09596,0,0.195162,0.210592,0,0,0,0,0.0517494,0.06,0.4,0.096,0.0505263,0.0261197,0.153067,0.0370253,0.807802,0.00631579,0.0660704
bin/data/videos_100/5_1(beach)_(20).mp4,640,400,0.339508,106.643,19.0057,0.327297,102.808,22.6151,0.333195,104.661,30.8974,0.212742,0.408355,0.0850509,0.324432,0.384211,0.264653,1.01073,0,0.10273,0.106795,0.0796887,0.00471436,0.000370645,0.00235614,0.0887045,0.0749251,0.499501,0.106667,0,0.000789053,0.266161,0.0390793,0.69439,0.0537435,0.0277354
