file_path,width,height,red_ratio,red_moment_1,red_moment_2,green_ratio,green_moment_1,green_moment_2,blue_ratio,blue_moment_1,blue_moment_2,focus,luminance,luminance_std,all_edges,v_edges,h_edges,d_edges,orientation,aesthetics,dif_hues,faces,faces_area,smiles,rule_of_thirds,static_saliency,rank_sum,fps,size,shackiness,motion_mag,fg_area,shadow_area,bg_area,camera_move,focus_diff
bin/data/videos_100/1_1(flower)_(1).mp4,640,360,0.335612,85.8556,16.9356,0.332873,85.1549,15.7769,0.331515,84.8077,15.4121,0.0479083,0.334543,0.0630545,0.286117,0.400911,0.171322,0.0336063,1,0.323454,0.371211,0.0142755,0.000498732,0,0.000459056,0.07621,0.0749251,0.499501,0.096,0,0.00434134,0.0817646,0.0406613,0.876861,0.0121342,0.106729
bin/data/videos_100/1_1(flower)_(10).mp4,640,480,0.338644,103.845,25.6034,0.350815,107.577,24.96,0.310541,95.2273,26.5827,0.133829,0.411938,0.097346,0.328625,0.402253,0.254997,1.5491,0,0.271695,0.302085,0.0222497,0.00588589,0.00185414,0.00158511,0.134303,0.0749251,0.499501,0.128,0.0154512,0.0137637,0.352041,0.146429,0.500912,0.0290482,0.127988
bin/data/videos_100/1_1(flower)_(11).mp4,640,360,0.410797,140.51,20.5694,0.308359,105.472,15.5215,0.280843,96.0602,15.1135,0.0390977,0.450374,0.0601463,0.332213,0.424723,0.239704,1.05012,1,0.232034,0.253876,0.211699,0.0130955,0,0.0175879,0.0757635,0.0625,0.416667,0.096,0,0.00347273,0.205653,0.0532973,0.740354,0.0160167,0.42844
bin/data/videos_100/1_1(flower)_(12).mp4,640,480,0.334856,86.6837,16.1562,0.365635,94.6517,18.0093,0.299509,77.5336,15.544,0.139602,0.354048,0.0657941,0.362575,0.44971,0.275439,1.3612,0,0.107193,0.111469,0.0866359,0.00849057,0.00552995,0.0104672,0.123501,0.0749251,0.499501,0.128,0.0165899,0.0255832,0.628606,0.0910296,0.279443,0.00460829,0.0481398
bin/data/videos_100/1_1(flower)_(13).mp4,640,480,0.486251,86.2996,7.57597,0.328034,58.2193,9.37486,0.185715,32.9607,8.84803,0.0224947,0.249785,0.0306733,0.306211,0.362873,0.249548,1.55278,0,0.201968,0.218696,0.0134025,0.000830958,0,0.000691742,0.0988705,0.0749251,0.499501,0.128,0.0272374,0.00938745,0.113899,0.0296075,0.856062,0.00518807,0.154139
bin/data/videos_100/1_1(flower)_(14).mp4,640,360,0.351003,223.842,30.371,0.324615,207.014,31.0603,0.324383,206.866,40.5329,0.0461812,0.831386,0.10958,0.269569,0.326535,0.212604,1.15564,0,0.128875,0.135862,0,0,0,0,0.0930633,0.0749251,0.499501,0.096,0,0.00143182,0.388091,0.0563824,0.555157,0.159748,0.626393
bin/data/videos_100/1_1(flower)_(15).mp4,640,360,0.379396,161.091,4.00535,0.318782,135.354,2.95465,0.301823,128.154,3.88692,0.140643,0.557901,0.0114611,0.269561,0.329924,0.209197,1.0882,0,0.119276,0.125245,0,0,0,0,0.0881137,0.0749251,0.499501,0.096,0.0960307,0.0237945,0.178564,0.0406955,0.779459,0.00512164,0.142103
bin/data/videos_100/1_1(flower)_(16).mp4,640,480,0.336255,91.5889,43.8109,0.332397,90.5381,45.7408,0.331347,90.2521,50.3278,0.0748246,0.35605,0.175038,0.271164,0.328856,0.213471,1.05618,0,0.201131,0.218641,0.087344,0.00802904,0.00980392,0.0113732,0.0782081,0.0749251,0.499501,0.128,0.0124777,0.0471871,0.700024,0.0335732,0.265512,0.428699,0.0579905
bin/data/videos_100/1_1(flower)_(17).mp4,640,480,0.369514,55.7297,21.6437,0.355237,53.5765,20.3153,0.275249,41.5127,15.3576,0.208825,0.207114,0.0788919,0.285281,0.351023,0.219539,1.11682,0,0.0416118,0.0423,0.0105263,0.000306646,0,1.17942e-05,0.121356,0.0625,0.416667,0.128,0.0285714,0.0337929,0.276262,0.0374983,0.684736,0.00300752,0.108395
bin/data/videos_100/1_1(flower)_(18).mp4,640,426,0.447968,154.535,1.08368,0.276887,95.5171,2.58827,0.275145,94.9161,3.20982,0.0914041,0.443377,0.00780144,0.291479,0.364845,0.218114,1.0468,1,0.273538,0.306072,0,0,0,0,0.10331,0.0749251,0.499501,0.1136,0,0.00661363,0.0773556,0.0102931,0.911229,0.00448934,0.147719
