file_path,width,height,red_ratio,red_moment_1,red_moment_2,green_ratio,green_moment_1,green_moment_2,blue_ratio,blue_moment_1,blue_moment_2,focus,luminance,luminance_std,all_edges,v_edges,h_edges,d_edges,orientation,aesthetics,dif_hues,faces,faces_area,smiles,rule_of_thirds,static_saliency,rank_sum,fps,size,shackiness,motion_mag,fg_area,shadow_area,bg_area,camera_move,focus_diff
bin/data/videos_100/8_0(ocean)_(1).mp4,640,360,0.0127357,2.48728,3.25469,0.379203,74.0583,7.42402,0.608061,118.754,8.57721,0.00365478,0.22643,0.0230004,0.0858896,0.104533,0.0672462,0,0,0.410987,0.588839,0.0345964,0.00135112,0.000823723,0.00306877,0.0633095,0.0749251,0.499501,0.096,0.197694,0.0148933,0.133207,0.0280071,0.837962,0.00329489,0.645091
bin/data/videos_100/8_0(ocean)_(10).mp4,640,360,0.313209,118.527,0.871761,0.329453,124.674,0.852068,0.357338,135.226,0.685468,0.183517,0.486275,0.00325791,0.152118,0.168359,0.135876,0.293134,0,0.183765,0.202766,0,0,0,0,0.0739921,0.0599401,0.3996,0.096,0,0.00216693,0.0256703,0.0197681,0.953508,0.00421496,0.0472122
bin/data/videos_100/8_0(ocean)_(11).mp4,640,480,0.28659,102.931,23.1732,0.352964,126.769,22.6877,0.360446,129.457,25.6504,0.269554,0.470249,0.0891345,0.272917,0.290103,0.255732,0.143559,0,0.163753,0.174958,0.0288504,0.00113541,0,0.000503033,0.120828,0.0749251,0.499501,0.128,0.20506,0.0131835,0.351334,0.125524,0.522699,0.0545939,0.0797353
bin/data/videos_100/8_0(ocean)_(12).mp4,640,480,0.342395,157.235,21.9751,0.345205,158.526,20.782,0.312399,143.46,21.4188,0.158166,0.613237,0.0816108,0.282964,0.29621,0.269719,0.121452,0,0.0691172,0.071007,0,0,0,0,0.136193,0.0749251,0.499501,0.128,0.131208,0.00873986,0.402221,0.21787,0.379539,0.0074129,0.154523
bin/data/videos_100/8_0(ocean)_(13).mp4,640,360,0.268272,102.723,42.3386,0.34123,130.659,43.2635,0.390497,149.524,55.7342,0.336702,0.487933,0.166518,0.302257,0.332749,0.271765,0.202699,0,0.0345758,0.035033,0,0,0,0,0.112351,0.0749251,0.499501,0.096,0,0.00485538,0.537432,0.0705037,0.391443,0.16129,0.0869406
bin/data/videos_100/8_0(ocean)_(14).mp4,640,480,0.282843,106.97,9.22166,0.342831,129.657,10.8419,0.374326,141.569,10.2923,0.144357,0.486999,0.0401104,0.305146,0.333275,0.277016,0.187524,0,0.0857932,0.0886515,0,0,0,0,0.0870018,0.0749251,0.499501,0.128,0.139253,0.0370647,0.155061,0.114366,0.729564,0.00302725,0.158953
bin/data/videos_100/8_0(ocean)_(15).mp4,640,480,0.333096,105.927,16.5528,0.333253,105.977,16.527,0.33365,106.103,16.5838,0.0260099,0.415581,0.0648768,0.266028,0.292234,0.239822,0.169938,0,0.239626,0,0,0,0,0,0.0810999,0.0749251,0.499501,0.128,0.180267,0.00905518,0.104938,0.0766091,0.818083,0.0037092,0.544044
bin/data/videos_100/8_0(ocean)_(16).mp4,640,480,0.258833,104.898,1.17918,0.325868,132.065,1.14023,0.415298,168.309,0.913619,0.0509426,0.502148,0.0044108,0.260581,0.28422,0.236942,0.159878,0,0.216203,0.23664,0.108696,0.00344456,0,0.0340204,0.0529927,0.0749251,0.499501,0.128,0,0.00408689,0.0262029,0.0130042,0.959515,0.00511509,0.210988
bin/data/videos_100/8_0(ocean)_(17).mp4,640,360,0.344909,24.7687,16.3867,0.296069,21.2613,13.5447,0.359022,25.7821,16.3074,0.00748682,0.0893042,0.0569107,0.255732,0.277821,0.233642,0.155521,0,0.0683144,0.0702449,0,0,0,0,0.0232558,0.0599401,0.3996,0.096,0,0.0240719,0.220287,0.0147966,0.762221,0.0107817,0.0486386
bin/data/videos_100/8_0(ocean)_(18).mp4,640,360,0.295779,91.6728,11.9332,0.341233,105.761,12.5023,0.362988,112.503,17.7657,0.26184,0.401104,0.0471788,0.276379,0.312436,0.240322,0.165869,0,0.03327,0.0337095,0.042241,0.00192863,0,0.00468647,0.0915892,0.0749251,0.499501,0.096,0.143619,0.0241536,0.548218,0.0887357,0.362602,0,0.0552945
bin/data/videos_100/8_0(ocean)_(19).mp4,640,360,0.377663,103.485,16.7666,0.33626,92.1398,17.1009,0.286078,78.3893,17.2122,0.0587303,0.368416,0.0666231,0.282879,0.314614,0.251144,0.208629,0,0.161968,0.172817,0,0,0,0,0.08583,0.0749251,0.499501,0.096,0.0548523,0.00779582,0.0871296,0.0851122,0.827155,0.00301386,0.287674
bin/data/videos_100/8_0(ocean)_(2).mp4,640,428,0.286322,37.6075,20.1445,0.303152,39.8181,17.7447,0.410526,53.9214,29.8468,0.0471828,0.159773,0.0716987,0.280427,0.314411,0.246442,0.362431,0,0.162252,0.173191,0.0363232,0.00177022,0,0.00112938,0.0917073,0.0749251,0.499501,0.114133,0.278354,0.0579748,0.399244,0.0491864,0.551199,0,0.0527943
bin/data/videos_100/8_0(ocean)_(20).mp4,640,362,0.347871,90.2296,41.9599,0.339197,87.9797,41.1705,0.312933,81.1674,40.4048,0.129459,0.344585,0.161195,0.291057,0.329707,0.252407,0.348603,0,0.288282,0.324182,0.0134321,0.00064135,0,0.000964499,0.104166,0.0599401,0.3996,0.0965333,0.281612,0.116347,0.445653,0.122281,0.431603,0.0569708,0.0643631
bin/data/videos_100/8_0(ocean)_(21).mp4,640,360,0.316586,188.105,27.062,0.33144,196.931,23.6405,0.351974,209.132,19.0012,0.0251795,0.767245,0.0946797,0.282234,0.318968,0.2455,0.332186,0,0.00466574,0.00467421,0,0,0,0,0.181343,0.0625,0.416667,0.096,0,0.00289195,0.135104,0.0109145,0.853075,0.105978,0.347524
bin/data/videos_100/8_0(ocean)_(22).mp4,640,480,0.233806,56.3178,26.8966,0.36949,89.0003,17.0129,0.396704,95.5555,12.3888,0.106937,0.313511,0.0689236,0.282372,0.315212,0.249531,0.369888,0,0.215804,0.235526,0,0,0,0,0.091994,0.0749251,0.499501,0.128,0.220779,0.0923119,0.38971,0.14754,0.461307,0.00577201,0.0745211
bin/data/videos_100/8_0(ocean)_(23).mp4,640,360,0.32587,128.006,0.806462,0.314323,123.47,0.311041,0.359807,141.337,0.248419,0.068336,0.49715,0.00157009,0.2795,0.311788,0.247212,0.361241,0,0.179568,0.193073,0,0,0,0,0.0556365,0.0749251,0.499501,0.096,0,0.00116015,0.00771866,0.00472563,0.985891,0.00665557,0.0727598
bin/data/videos_100/8_0(ocean)_(24).mp4,640,480,0.299323,121.231,2.19825,0.337328,136.623,1.69661,0.363349,147.162,1.47408,0.16939,0.522239,0.00673958,0.280205,0.309163,0.251248,0.352086,0,0.181109,0.194824,0,0,0,0,0.140295,0.0749251,0.499501,0.128,0.0636646,0.0215821,0.0921671,0.0761878,0.830092,0,0.0999727
bin/data/videos_100/8_0(ocean)_(25).mp4,640,362,0.374843,133.076,2.0729,0.332906,118.187,2.17202,0.292251,103.754,2.51028,0.0943936,0.474359,0.00848575,0.279895,0.308232,0.251559,0.349443,0,0.12907,0.135889,0,0,0,0,0.081484,0.0749251,0.499501,0.0965333,0,0.00614476,0.077834,0.0755381,0.8415,0,0.115306
bin/data/videos_100/8_0(ocean)_(26).mp4,640,512,0.270445,103.241,43.4492,0.340297,129.907,54.7484,0.389258,148.597,62.8386,0.0511256,0.486385,0.204714,0.274453,0.298436,0.250471,0.321981,0,0.180289,0.19397,0,0,0,0,0.0670898,0.0625,0.416667,0.136533,0.171924,0.0632005,0.257545,0.197936,0.544074,0.039538,0.309962
